AP890101-0014 2:0.26444723618090454 13:0.21168341708542712 9:0.16896984924623115 18:0.11871859296482412 15:0.05339195979899498 17:0.04585427135678392 8:0.04585427135678392 14:0.025753768844221106 1:0.023241206030150754 11:0.008165829145728644 16:0.008165829145728644 5:0.008165829145728644 0:0.005653266331658292 3:0.00314070351758794 7:0.00314070351758794 10:0.00314070351758794 12:6.28140703517588E-4 19:6.28140703517588E-4 4:6.28140703517588E-4 6:6.28140703517588E-4
AP890603-0022 16:0.20475113122171945 17:0.16855203619909503 9:0.16855203619909503 14:0.1504524886877828 10:0.08710407239819004 8:0.0418552036199095 0:0.03733031674208145 13:0.023755656108597284 19:0.023755656108597284 7:0.023755656108597284 12:0.019230769230769232 15:0.019230769230769232 1:0.014705882352941176 3:0.005656108597285068 5:0.005656108597285068 11:0.0011312217194570137 18:0.0011312217194570137 2:0.0011312217194570137 4:0.0011312217194570137 6:0.0011312217194570137
AP890606-0011 0:0.39116094986807387 10:0.29353562005277045 18:0.18007915567282323 9:0.08773087071240106 2:0.029683377308707123 14:0.0032981530343007917 3:0.0032981530343007917 6:0.0032981530343007917 11:6.596306068601583E-4 12:6.596306068601583E-4 13:6.596306068601583E-4 15:6.596306068601583E-4 16:6.596306068601583E-4 17:6.596306068601583E-4 19:6.596306068601583E-4 1:6.596306068601583E-4 4:6.596306068601583E-4 5:6.596306068601583E-4 7:6.596306068601583E-4 8:6.596306068601583E-4
AP890606-0104 10:0.36402439024390243 0:0.26158536585365855 18:0.24695121951219512 17:0.051829268292682924 19:0.01524390243902439 11:0.010365853658536586 13:0.010365853658536586 1:0.010365853658536586 5:0.007926829268292683 8:0.00548780487804878 9:0.00548780487804878 15:0.003048780487804878 16:0.003048780487804878 12:6.097560975609756E-4 14:6.097560975609756E-4 2:6.097560975609756E-4 3:6.097560975609756E-4 4:6.097560975609756E-4 6:6.097560975609756E-4 7:6.097560975609756E-4
AP890606-0107 4:0.3042168674698795 16:0.18373493975903615 9:0.15963855421686746 10:0.09939759036144578 19:0.07530120481927711 18:0.06325301204819277 3:0.02710843373493976 8:0.02710843373493976 11:0.015060240963855422 5:0.015060240963855422 12:0.0030120481927710845 13:0.0030120481927710845 14:0.0030120481927710845 15:0.0030120481927710845 17:0.0030120481927710845 0:0.0030120481927710845 1:0.0030120481927710845 2:0.0030120481927710845 6:0.0030120481927710845 7:0.0030120481927710845
AP890607-0013 13:0.3383116883116883 18:0.288961038961039 3:0.07337662337662337 4:0.052597402597402594 12:0.047402597402597405 0:0.031818181818181815 1:0.031818181818181815 9:0.031818181818181815 2:0.024025974025974027 16:0.01883116883116883 8:0.016233766233766232 19:0.013636363636363636 5:0.01103896103896104 7:0.008441558441558441 17:0.003246753246753247 6:0.003246753246753247 10:0.003246753246753247 11:6.493506493506494E-4 14:6.493506493506494E-4 15:6.493506493506494E-4
AP890607-0015 15:0.2547348484848485 18:0.19791666666666666 13:0.17140151515151514 3:0.11079545454545454 9:0.09564393939393939 0:0.04640151515151515 17:0.035037878787878785 4:0.035037878787878785 11:0.016098484848484848 2:0.01231060606060606 6:0.008522727272727272 5:0.004734848484848485 10:0.004734848484848485 12:9.46969696969697E-4 14:9.46969696969697E-4 16:9.46969696969697E-4 19:9.46969696969697E-4 1:9.46969696969697E-4 7:9.46969696969697E-4 8:9.46969696969697E-4
AP890608-0004 3:0.3258620689655172 2:0.1879310344827586 17:0.10517241379310345 1:0.09137931034482759 9:0.06379310344827586 16:0.05 7:0.04310344827586207 13:0.03620689655172414 11:0.022413793103448276 18:0.015517241379310345 10:0.015517241379310345 12:0.008620689655172414 15:0.008620689655172414 19:0.008620689655172414 6:0.008620689655172414 14:0.0017241379310344827 0:0.0017241379310344827 4:0.0017241379310344827 5:0.0017241379310344827 8:0.0017241379310344827
AP890608-0277 8:0.3776595744680851 9:0.12943262411347517 6:0.11524822695035461 10:0.06560283687943262 17:0.05851063829787234 11:0.044326241134751775 12:0.044326241134751775 13:0.044326241134751775 7:0.03723404255319149 18:0.02304964539007092 1:0.02304964539007092 2:0.008865248226950355 3:0.008865248226950355 5:0.008865248226950355 14:0.0017730496453900709 15:0.0017730496453900709 16:0.0017730496453900709 19:0.0017730496453900709 0:0.0017730496453900709 4:0.0017730496453900709
AP890609-0136 9:0.20921450151057402 18:0.17900302114803626 13:0.14274924471299094 11:0.13066465256797583 7:0.09743202416918428 0:0.06419939577039276 14:0.05211480362537765 12:0.04003021148036254 3:0.027945619335347432 10:0.024924471299093656 17:0.01283987915407855 8:0.006797583081570997 2:0.0037764350453172208 6:0.0037764350453172208 15:7.552870090634441E-4 16:7.552870090634441E-4 19:7.552870090634441E-4 1:7.552870090634441E-4 4:7.552870090634441E-4 5:7.552870090634441E-4
AP890609-0160 18:0.26175213675213677 16:0.25747863247863245 10:0.23183760683760685 1:0.13782051282051283 4:0.06944444444444445 3:0.018162393162393164 2:0.005341880341880342 8:0.005341880341880342 11:0.0010683760683760685 12:0.0010683760683760685 13:0.0010683760683760685 14:0.0010683760683760685 15:0.0010683760683760685 17:0.0010683760683760685 19:0.0010683760683760685 0:0.0010683760683760685 5:0.0010683760683760685 6:0.0010683760683760685 7:0.0010683760683760685 9:0.0010683760683760685
AP890610-0011 2:0.33295454545454545 17:0.26931818181818185 18:0.07386363636363637 15:0.06931818181818182 10:0.06931818181818182 9:0.06477272727272727 6:0.0375 8:0.028409090909090908 19:0.019318181818181818 4:0.010227272727272727 12:0.005681818181818182 14:0.005681818181818182 5:0.005681818181818182 11:0.0011363636363636363 13:0.0011363636363636363 16:0.0011363636363636363 0:0.0011363636363636363 1:0.0011363636363636363 3:0.0011363636363636363 7:0.0011363636363636363
AP890610-0120 7:0.3343621399176955 3:0.21502057613168724 2:0.1368312757201646 18:0.09567901234567901 6:0.07510288065843622 9:0.07510288065843622 5:0.021604938271604937 1:0.013374485596707819 17:0.009259259259259259 12:0.0051440329218107 14:0.0051440329218107 15:0.0051440329218107 11:0.00102880658436214 13:0.00102880658436214 16:0.00102880658436214 19:0.00102880658436214 0:0.00102880658436214 4:0.00102880658436214 8:0.00102880658436214 10:0.00102880658436214
AP890612-0136 13:0.36895910780669144 18:0.18680297397769516 15:0.17565055762081785 0:0.11617100371747212 17:0.06412639405204461 5:0.019516728624535316 9:0.019516728624535316 3:0.015799256505576207 7:0.015799256505576207 6:0.008364312267657992 11:9.293680297397769E-4 12:9.293680297397769E-4 14:9.293680297397769E-4 16:9.293680297397769E-4 19:9.293680297397769E-4 1:9.293680297397769E-4 2:9.293680297397769E-4 4:9.293680297397769E-4 8:9.293680297397769E-4 10:9.293680297397769E-4
AP890612-0257 8:0.41335978835978837 2:0.25462962962962965 9:0.10119047619047619 17:0.07738095238095238 15:0.032407407407407406 18:0.032407407407407406 13:0.02976190476190476 14:0.01917989417989418 11:0.013888888888888888 12:0.008597883597883597 16:0.0033068783068783067 3:0.0033068783068783067 5:0.0033068783068783067 7:0.0033068783068783067 19:6.613756613756613E-4 0:6.613756613756613E-4 1:6.613756613756613E-4 4:6.613756613756613E-4 6:6.613756613756613E-4 10:6.613756613756613E-4
AP890613-0026 13:0.37875536480686695 0:0.15987124463519314 15:0.1555793991416309 18:0.15128755364806867 9:0.048283261802575105 17:0.03969957081545064 19:0.018240343347639486 5:0.009656652360515022 11:0.00536480686695279 14:0.00536480686695279 16:0.00536480686695279 1:0.00536480686695279 3:0.00536480686695279 8:0.00536480686695279 12:0.001072961373390558 2:0.001072961373390558 4:0.001072961373390558 6:0.001072961373390558 7:0.001072961373390558 10:0.001072961373390558
AP890613-0127 10:0.5144230769230769 1:0.30288461538461536 18:0.10782967032967034 6:0.036401098901098904 3:0.017170329670329672 9:0.008928571428571428 5:0.003434065934065934 11:6.868131868131869E-4 12:6.868131868131869E-4 13:6.868131868131869E-4 14:6.868131868131869E-4 15:6.868131868131869E-4 16:6.868131868131869E-4 17:6.868131868131869E-4 19:6.868131868131869E-4 0:6.868131868131869E-4 2:6.868131868131869E-4 4:6.868131868131869E-4 7:6.868131868131869E-4 8:6.868131868131869E-4
AP890613-0163 16:0.466012084592145 18:0.13066465256797583 13:0.09138972809667674 9:0.07628398791540786 0:0.0581570996978852 11:0.04305135951661632 19:0.04305135951661632 6:0.04003021148036254 2:0.027945619335347432 12:0.0037764350453172208 15:0.0037764350453172208 3:0.0037764350453172208 4:0.0037764350453172208 5:0.0037764350453172208 14:7.552870090634441E-4 17:7.552870090634441E-4 1:7.552870090634441E-4 7:7.552870090634441E-4 8:7.552870090634441E-4 10:7.552870090634441E-4
AP890614-0215 15:0.3951271186440678 18:0.2129237288135593 4:0.09004237288135593 3:0.07733050847457627 5:0.07733050847457627 13:0.034957627118644065 9:0.03072033898305085 2:0.026483050847457626 1:0.018008474576271187 16:0.009533898305084746 11:0.005296610169491525 12:0.005296610169491525 17:0.005296610169491525 7:0.005296610169491525 14:0.001059322033898305 19:0.001059322033898305 0:0.001059322033898305 6:0.001059322033898305 8:0.001059322033898305 10:0.001059322033898305
AP890615-0088 13:0.4342818428184282 18:0.27439024390243905 15:0.054878048780487805 0:0.0494579945799458 3:0.03861788617886179 9:0.03590785907859079 10:0.03590785907859079 1:0.022357723577235773 17:0.01964769647696477 14:0.011517615176151762 16:0.006097560975609756 2:0.006097560975609756 11:0.0033875338753387536 4:0.0033875338753387536 12:6.775067750677507E-4 19:6.775067750677507E-4 5:6.775067750677507E-4 6:6.775067750677507E-4 7:6.775067750677507E-4 8:6.775067750677507E-4
AP890615-0147 13:0.392515923566879 18:0.303343949044586 3:0.08996815286624203 15:0.08359872611464968 9:0.04219745222929936 0:0.026273885350318472 4:0.019904458598726114 10:0.016719745222929936 1:0.007165605095541401 11:0.003980891719745223 17:0.003980891719745223 5:0.003980891719745223 12:7.961783439490446E-4 14:7.961783439490446E-4 16:7.961783439490446E-4 19:7.961783439490446E-4 2:7.961783439490446E-4 6:7.961783439490446E-4 7:7.961783439490446E-4 8:7.961783439490446E-4
AP890615-0190 2:0.35251046025104604 17:0.16422594142259414 9:0.12656903765690378 14:0.10564853556485355 13:0.0596234309623431 4:0.051255230125523014 11:0.04288702928870293 18:0.02615062761506276 15:0.021966527196652718 6:0.021966527196652718 1:0.009414225941422594 19:0.005230125523012552 8:0.005230125523012552 12:0.0010460251046025104 16:0.0010460251046025104 0:0.0010460251046025104 3:0.0010460251046025104 5:0.0010460251046025104 7:0.0010460251046025104 10:0.0010460251046025104
AP890615-0192 15:0.2566489361702128 0:0.16090425531914893 13:0.1449468085106383 9:0.13430851063829788 18:0.12367021276595745 1:0.1023936170212766 14:0.017287234042553192 17:0.011968085106382979 6:0.011968085106382979 12:0.006648936170212766 16:0.006648936170212766 4:0.006648936170212766 10:0.006648936170212766 11:0.0013297872340425532 19:0.0013297872340425532 2:0.0013297872340425532 3:0.0013297872340425532 5:0.0013297872340425532 7:0.0013297872340425532 8:0.0013297872340425532
AP890616-0013 17:0.23533007334963324 9:0.21821515892420537 13:0.132640586797066 4:0.12530562347188265 0:0.08374083129584352 12:0.0715158924205379 18:0.06907090464547677 15:0.015281173594132029 6:0.015281173594132029 14:0.012836185819070905 19:0.01039119804400978 5:0.003056234718826406 7:0.003056234718826406 11:6.112469437652812E-4 16:6.112469437652812E-4 1:6.112469437652812E-4 2:6.112469437652812E-4 3:6.112469437652812E-4 8:6.112469437652812E-4 10:6.112469437652812E-4
AP890616-0041 10:0.5681089743589743 0:0.1642628205128205 18:0.12900641025641027 7:0.032852564102564104 1:0.020032051282051284 6:0.020032051282051284 8:0.016826923076923076 11:0.013621794871794872 9:0.010416666666666666 17:0.007211538461538462 15:0.004006410256410256 2:0.004006410256410256 4:0.004006410256410256 12:8.012820512820513E-4 13:8.012820512820513E-4 14:8.012820512820513E-4 16:8.012820512820513E-4 19:8.012820512820513E-4 3:8.012820512820513E-4 5:8.012820512820513E-4
AP890616-0063 16:0.33578431372549017 9:0.23774509803921567 19:0.12990196078431374 4:0.10049019607843138 13:0.051470588235294115 0:0.051470588235294115 15:0.022058823529411766 17:0.022058823529411766 11:0.012254901960784314 1:0.012254901960784314 12:0.0024509803921568627 14:0.0024509803921568627 18:0.0024509803921568627 2:0.0024509803921568627 3:0.0024509803921568627 5:0.0024509803921568627 6:0.0024509803921568627 7:0.0024509803921568627 8:0.0024509803921568627 10:0.0024509803921568627
AP890616-0076 13:0.32272727272727275 9:0.27424242424242423 2:0.15303030303030302 17:0.0803030303030303 0:0.0803030303030303 18:0.025757575757575757 11:0.019696969696969695 12:0.007575757575757576 3:0.007575757575757576 6:0.007575757575757576 7:0.007575757575757576 14:0.0015151515151515152 15:0.0015151515151515152 16:0.0015151515151515152 19:0.0015151515151515152 1:0.0015151515151515152 4:0.0015151515151515152 5:0.0015151515151515152 8:0.0015151515151515152 10:0.0015151515151515152
AP890617-0017 14:0.5882978723404255 17:0.1202127659574468 18:0.08191489361702127 19:0.07765957446808511 9:0.047872340425531915 0:0.026595744680851064 2:0.026595744680851064 11:0.005319148936170213 16:0.005319148936170213 1:0.005319148936170213 6:0.005319148936170213 12:0.0010638297872340426 13:0.0010638297872340426 15:0.0010638297872340426 3:0.0010638297872340426 4:0.0010638297872340426 5:0.0010638297872340426 7:0.0010638297872340426 8:0.0010638297872340426 10:0.0010638297872340426
AP890619-0173 4:0.30497382198952877 7:0.27356020942408377 18:0.11649214659685864 10:0.11125654450261781 9:0.07460732984293193 13:0.058900523560209424 17:0.02225130890052356 3:0.017015706806282723 12:0.006544502617801047 11:0.0013089005235602095 14:0.0013089005235602095 15:0.0013089005235602095 16:0.0013089005235602095 19:0.0013089005235602095 0:0.0013089005235602095 1:0.0013089005235602095 2:0.0013089005235602095 5:0.0013089005235602095 6:0.0013089005235602095 8:0.0013089005235602095
AP890619-0177 3:0.23020833333333332 18:0.22604166666666667 9:0.159375 1:0.11770833333333333 0:0.096875 19:0.06770833333333333 4:0.03854166666666667 8:0.017708333333333333 2:0.013541666666666667 6:0.013541666666666667 7:0.005208333333333333 10:0.005208333333333333 11:0.0010416666666666667 12:0.0010416666666666667 13:0.0010416666666666667 14:0.0010416666666666667 15:0.0010416666666666667 16:0.0010416666666666667 17:0.0010416666666666667 5:0.0010416666666666667
AP890619-0181 16:0.37841530054644806 2:0.27459016393442626 9:0.06693989071038252 18:0.056010928961748634 4:0.056010928961748634 17:0.03961748633879782 15:0.03415300546448088 13:0.023224043715846996 12:0.017759562841530054 14:0.017759562841530054 19:0.012295081967213115 11:0.006830601092896175 0:0.006830601092896175 1:0.001366120218579235 3:0.001366120218579235 5:0.001366120218579235 6:0.001366120218579235 7:0.001366120218579235 8:0.001366120218579235 10:0.001366120218579235
AP890619-0192 2:0.41307277628032346 17:0.17318059299191374 3:0.0761455525606469 18:0.06536388140161725 7:0.0545822102425876 13:0.04919137466307277 1:0.04380053908355795 12:0.03032345013477089 5:0.027628032345013476 9:0.027628032345013476 16:0.01954177897574124 15:0.00876010781671159 14:0.006064690026954178 11:6.738544474393531E-4 19:6.738544474393531E-4 0:6.738544474393531E-4 4:6.738544474393531E-4 6:6.738544474393531E-4 8:6.738544474393531E-4 10:6.738544474393531E-4
AP890619-0303 17:0.5248917748917749 10:0.21753246753246752 15:0.07034632034632035 6:0.048701298701298704 8:0.027056277056277056 9:0.027056277056277056 11:0.022727272727272728 18:0.022727272727272728 4:0.00974025974025974 14:0.005411255411255411 0:0.005411255411255411 2:0.005411255411255411 7:0.005411255411255411 12:0.0010822510822510823 13:0.0010822510822510823 16:0.0010822510822510823 19:0.0010822510822510823 1:0.0010822510822510823 3:0.0010822510822510823 5:0.0010822510822510823
AP890620-0063 13:0.3471731448763251 18:0.3365724381625442 16:0.08568904593639576 15:0.07508833922261485 4:0.053886925795053005 2:0.03268551236749117 1:0.02561837455830389 11:0.011484098939929329 19:0.011484098939929329 9:0.007950530035335688 12:0.00441696113074205 14:8.833922261484099E-4 17:8.833922261484099E-4 0:8.833922261484099E-4 3:8.833922261484099E-4 5:8.833922261484099E-4 6:8.833922261484099E-4 7:8.833922261484099E-4 8:8.833922261484099E-4 10:8.833922261484099E-4
AP890620-0131 2:0.46282051282051284 0:0.191025641025641 9:0.14487179487179488 15:0.06282051282051282 18:0.047435897435897434 14:0.021794871794871794 1:0.021794871794871794 19:0.016666666666666666 16:0.011538461538461539 17:0.00641025641025641 11:0.001282051282051282 12:0.001282051282051282 13:0.001282051282051282 3:0.001282051282051282 4:0.001282051282051282 5:0.001282051282051282 6:0.001282051282051282 7:0.001282051282051282 8:0.001282051282051282 10:0.001282051282051282
AP890620-0265 8:0.5879854368932039 2:0.19478155339805825 9:0.11468446601941748 18:0.05157766990291262 4:0.012742718446601941 16:0.007888349514563107 7:0.007888349514563107 19:0.0054611650485436895 13:0.003033980582524272 14:0.003033980582524272 15:0.003033980582524272 10:0.003033980582524272 11:6.067961165048543E-4 12:6.067961165048543E-4 17:6.067961165048543E-4 0:6.067961165048543E-4 1:6.067961165048543E-4 3:6.067961165048543E-4 5:6.067961165048543E-4 6:6.067961165048543E-4
AP890621-0172 4:0.5903465346534653 18:0.22400990099009901 9:0.08044554455445545 12:0.02103960396039604 16:0.02103960396039604 13:0.01608910891089109 17:0.011138613861386138 14:0.006188118811881188 1:0.006188118811881188 7:0.006188118811881188 8:0.006188118811881188 11:0.0012376237623762376 15:0.0012376237623762376 19:0.0012376237623762376 0:0.0012376237623762376 2:0.0012376237623762376 3:0.0012376237623762376 5:0.0012376237623762376 6:0.0012376237623762376 10:0.0012376237623762376
AP890622-0199 5:0.3374125874125874 18:0.2534965034965035 7:0.1346153846153846 9:0.10664335664335664 6:0.02972027972027972 16:0.022727272727272728 10:0.022727272727272728 15:0.015734265734265736 17:0.015734265734265736 1:0.015734265734265736 2:0.015734265734265736 4:0.008741258741258742 8:0.008741258741258742 11:0.0017482517482517483 12:0.0017482517482517483 13:0.0017482517482517483 14:0.0017482517482517483 19:0.0017482517482517483 0:0.0017482517482517483 3:0.0017482517482517483
AP890622-0218 15:0.3629032258064516 9:0.35 17:0.11774193548387096 2:0.07903225806451612 13:0.04032258064516129 12:0.014516129032258065 18:0.014516129032258065 11:0.0016129032258064516 14:0.0016129032258064516 16:0.0016129032258064516 19:0.0016129032258064516 0:0.0016129032258064516 1:0.0016129032258064516 3:0.0016129032258064516 4:0.0016129032258064516 5:0.0016129032258064516 6:0.0016129032258064516 7:0.0016129032258064516 8:0.0016129032258064516 10:0.0016129032258064516
AP890622-0274 16:0.45656370656370654 18:0.22876447876447875 9:0.1476833976833977 19:0.07046332046332046 1:0.02027027027027027 2:0.016409266409266408 12:0.008687258687258687 0:0.008687258687258687 6:0.008687258687258687 8:0.008687258687258687 15:0.004826254826254826 17:0.004826254826254826 3:0.004826254826254826 5:0.004826254826254826 11:9.652509652509653E-4 13:9.652509652509653E-4 14:9.652509652509653E-4 4:9.652509652509653E-4 7:9.652509652509653E-4 10:9.652509652509653E-4
AP890622-0279 10:0.5508658008658008 18:0.22186147186147187 1:0.06168831168831169 11:0.03571428571428571 9:0.027056277056277056 13:0.022727272727272728 15:0.022727272727272728 0:0.022727272727272728 8:0.01406926406926407 19:0.005411255411255411 2:0.005411255411255411 12:0.0010822510822510823 14:0.0010822510822510823 16:0.0010822510822510823 17:0.0010822510822510823 3:0.0010822510822510823 4:0.0010822510822510823 5:0.0010822510822510823 6:0.0010822510822510823 7:0.0010822510822510823
AP890626-0074 17:0.39686468646864687 2:0.24174917491749176 18:0.15594059405940594 0:0.04372937293729373 9:0.040429042904290426 12:0.03712871287128713 1:0.03382838283828383 3:0.017326732673267328 7:0.010726072607260726 15:0.007425742574257425 4:0.004125412541254125 8:0.004125412541254125 11:8.250825082508251E-4 13:8.250825082508251E-4 14:8.250825082508251E-4 16:8.250825082508251E-4 19:8.250825082508251E-4 5:8.250825082508251E-4 6:8.250825082508251E-4 10:8.250825082508251E-4
AP890626-0132 3:0.3596014492753623 18:0.15670289855072464 5:0.14945652173913043 9:0.12771739130434784 17:0.0769927536231884 19:0.022644927536231884 11:0.019021739130434784 15:0.019021739130434784 13:0.015398550724637682 14:0.015398550724637682 2:0.015398550724637682 16:0.008152173913043478 10:0.008152173913043478 12:9.057971014492754E-4 0:9.057971014492754E-4 1:9.057971014492754E-4 4:9.057971014492754E-4 6:9.057971014492754E-4 7:9.057971014492754E-4 8:9.057971014492754E-4
AP890626-0144 5:0.5784518828451883 15:0.11820083682008369 9:0.11820083682008369 18:0.08472803347280335 4:0.04707112970711297 7:0.01778242677824268 0:0.009414225941422594 11:0.005230125523012552 2:0.005230125523012552 8:0.005230125523012552 12:0.0010460251046025104 13:0.0010460251046025104 14:0.0010460251046025104 16:0.0010460251046025104 17:0.0010460251046025104 19:0.0010460251046025104 1:0.0010460251046025104 3:0.0010460251046025104 6:0.0010460251046025104 10:0.0010460251046025104
AP890627-0135 5:0.587696335078534 9:0.1531413612565445 15:0.09031413612565445 4:0.0693717277486911 17:0.0274869109947644 18:0.017015706806282723 14:0.011780104712041885 16:0.011780104712041885 3:0.011780104712041885 10:0.006544502617801047 11:0.0013089005235602095 12:0.0013089005235602095 13:0.0013089005235602095 19:0.0013089005235602095 0:0.0013089005235602095 1:0.0013089005235602095 2:0.0013089005235602095 6:0.0013089005235602095 7:0.0013089005235602095 8:0.0013089005235602095
AP890627-0150 7:0.27564102564102566 2:0.14743589743589744 1:0.14377289377289376 18:0.13278388278388278 4:0.10714285714285714 17:0.06684981684981685 8:0.03021978021978022 13:0.026556776556776556 15:0.022893772893772892 12:0.019230769230769232 16:0.011904761904761904 9:0.004578754578754579 10:0.004578754578754579 11:9.157509157509158E-4 14:9.157509157509158E-4 19:9.157509157509158E-4 0:9.157509157509158E-4 3:9.157509157509158E-4 5:9.157509157509158E-4 6:9.157509157509158E-4
AP890627-0245 1:0.2589086859688196 6:0.2344097995545657 18:0.1720489977728285 5:0.10523385300668152 11:0.04955456570155902 16:0.03841870824053452 9:0.02951002227171492 17:0.018374164810690423 4:0.018374164810690423 7:0.018374164810690423 15:0.013919821826280624 10:0.013919821826280624 8:0.007238307349665924 12:0.005011135857461025 13:0.005011135857461025 19:0.005011135857461025 3:0.005011135857461025 14:5.567928730512249E-4 0:5.567928730512249E-4 2:5.567928730512249E-4
AP890627-0257 8:0.5974770642201835 9:0.14793577981651376 18:0.12041284403669725 17:0.09288990825688073 11:0.014908256880733946 15:0.005733944954128441 6:0.005733944954128441 12:0.0011467889908256881 13:0.0011467889908256881 14:0.0011467889908256881 16:0.0011467889908256881 19:0.0011467889908256881 0:0.0011467889908256881 1:0.0011467889908256881 2:0.0011467889908256881 3:0.0011467889908256881 4:0.0011467889908256881 5:0.0011467889908256881 7:0.0011467889908256881 10:0.0011467889908256881
AP890628-0036 7:0.36270491803278687 17:0.33811475409836067 9:0.1413934426229508 10:0.05122950819672131 18:0.018442622950819672 16:0.010245901639344262 2:0.010245901639344262 3:0.010245901639344262 4:0.010245901639344262 5:0.010245901639344262 6:0.010245901639344262 8:0.010245901639344262 11:0.0020491803278688526 12:0.0020491803278688526 13:0.0020491803278688526 14:0.0020491803278688526 15:0.0020491803278688526 19:0.0020491803278688526 0:0.0020491803278688526 1:0.0020491803278688526
AP890628-0103 5:0.3344594594594595 9:0.1677927927927928 6:0.14527027027027026 18:0.09572072072072071 1:0.06418918918918919 17:0.059684684684684686 7:0.05518018018018018 13:0.019144144144144143 19:0.01463963963963964 14:0.010135135135135136 16:0.010135135135135136 2:0.00563063063063063 4:0.00563063063063063 8:0.00563063063063063 11:0.0011261261261261261 12:0.0011261261261261261 15:0.0011261261261261261 0:0.0011261261261261261 3:0.0011261261261261261 10:0.0011261261261261261
AP890628-0106 17:0.3129139072847682 15:0.20033112582781457 9:0.1804635761589404 5:0.14735099337748345 14:0.06788079470198675 19:0.0347682119205298 13:0.008278145695364239 2:0.008278145695364239 3:0.008278145695364239 6:0.008278145695364239 8:0.008278145695364239 11:0.0016556291390728477 12:0.0016556291390728477 16:0.0016556291390728477 18:0.0016556291390728477 0:0.0016556291390728477 1:0.0016556291390728477 4:0.0016556291390728477 7:0.0016556291390728477 10:0.0016556291390728477
AP890628-0111 18:0.26038062283737023 4:0.2569204152249135 0:0.20155709342560554 2:0.07698961937716263 3:0.07352941176470588 14:0.045847750865051905 13:0.03892733564013841 16:0.014705882352941176 17:0.007785467128027681 5:0.007785467128027681 1:0.004325259515570935 9:0.004325259515570935 11:8.650519031141869E-4 12:8.650519031141869E-4 15:8.650519031141869E-4 19:8.650519031141869E-4 6:8.650519031141869E-4 7:8.650519031141869E-4 8:8.650519031141869E-4 10:8.650519031141869E-4
AP890628-0141 7:0.3114973262032086 15:0.18850267379679145 18:0.16176470588235295 3:0.09224598930481283 0:0.08689839572192513 2:0.04946524064171123 12:0.03342245989304813 1:0.022727272727272728 10:0.017379679144385027 6:0.012032085561497326 9:0.012032085561497326 11:0.001336898395721925 13:0.001336898395721925 14:0.001336898395721925 16:0.001336898395721925 17:0.001336898395721925 19:0.001336898395721925 4:0.001336898395721925 5:0.001336898395721925 8:0.001336898395721925
AP890628-0257 0:0.3801775147928994 18:0.22633136094674555 1:0.16715976331360946 7:0.05473372781065089 17:0.04881656804733728 10:0.03106508875739645 11:0.02514792899408284 3:0.02514792899408284 6:0.013313609467455622 15:0.0073964497041420114 5:0.0073964497041420114 12:0.0014792899408284023 13:0.0014792899408284023 14:0.0014792899408284023 16:0.0014792899408284023 19:0.0014792899408284023 2:0.0014792899408284023 4:0.0014792899408284023 8:0.0014792899408284023 9:0.0014792899408284023
AP890629-0093 2:0.33992805755395683 9:0.22482014388489208 15:0.08812949640287769 17:0.06654676258992806 3:0.052158273381294966 7:0.052158273381294966 8:0.03776978417266187 14:0.030575539568345324 13:0.023381294964028777 11:0.01618705035971223 1:0.01618705035971223 4:0.01618705035971223 12:0.008992805755395683 16:0.008992805755395683 19:0.008992805755395683 18:0.0017985611510791368 0:0.0017985611510791368 5:0.0017985611510791368 6:0.0017985611510791368 10:0.0017985611510791368
AP890629-0156 0:0.4559716599190283 18:0.3183198380566802 12:0.07135627530364372 3:0.04706477732793522 9:0.040991902834008095 1:0.03289473684210526 17:0.00860323886639676 16:0.006578947368421052 7:0.004554655870445344 11:0.0025303643724696357 13:0.0025303643724696357 4:0.0025303643724696357 10:0.0025303643724696357 14:5.060728744939271E-4 15:5.060728744939271E-4 19:5.060728744939271E-4 2:5.060728744939271E-4 5:5.060728744939271E-4 6:5.060728744939271E-4 8:5.060728744939271E-4
AP890629-0182 0:0.28125 9:0.22172619047619047 17:0.1800595238095238 11:0.10267857142857142 12:0.07291666666666667 18:0.043154761904761904 5:0.03720238095238095 10:0.03720238095238095 16:0.00744047619047619 13:0.001488095238095238 14:0.001488095238095238 15:0.001488095238095238 19:0.001488095238095238 1:0.001488095238095238 2:0.001488095238095238 3:0.001488095238095238 4:0.001488095238095238 6:0.001488095238095238 7:0.001488095238095238 8:0.001488095238095238
AP890629-0258 3:0.30959302325581395 18:0.1816860465116279 7:0.15843023255813954 9:0.12936046511627908 13:0.04796511627906977 17:0.04796511627906977 2:0.04215116279069767 0:0.036337209302325583 12:0.024709302325581394 8:0.007267441860465116 11:0.0014534883720930232 14:0.0014534883720930232 15:0.0014534883720930232 16:0.0014534883720930232 19:0.0014534883720930232 1:0.0014534883720930232 4:0.0014534883720930232 5:0.0014534883720930232 6:0.0014534883720930232 10:0.0014534883720930232
