AP890103-0012 8:0.21118421052631578 11:0.1875 12:0.17171052631578948 17:0.11644736842105263 9:0.09013157894736842 15:0.05592105263157895 16:0.0506578947368421 2:0.04276315789473684 4:0.021710526315789475 5:0.01381578947368421 13:0.008552631578947369 3:0.008552631578947369 19:0.0059210526315789476 6:0.0059210526315789476 14:0.003289473684210526 1:0.003289473684210526 18:6.578947368421052E-4 0:6.578947368421052E-4 7:6.578947368421052E-4 10:6.578947368421052E-4
AP890531-0177 8:0.2881944444444444 9:0.14467592592592593 0:0.1400462962962963 14:0.10300925925925926 6:0.10300925925925926 5:0.06597222222222222 11:0.052083333333333336 18:0.028935185185185185 1:0.024305555555555556 13:0.015046296296296295 3:0.015046296296296295 17:0.005787037037037037 10:0.005787037037037037 12:0.0011574074074074073 15:0.0011574074074074073 16:0.0011574074074074073 19:0.0011574074074074073 2:0.0011574074074074073 4:0.0011574074074074073 7:0.0011574074074074073
AP890601-0123 11:0.23472222222222222 7:0.2125 9:0.16805555555555557 0:0.08472222222222223 6:0.08472222222222223 5:0.06805555555555555 19:0.0625 15:0.04027777777777778 4:0.0125 12:0.006944444444444444 2:0.006944444444444444 10:0.006944444444444444 13:0.001388888888888889 14:0.001388888888888889 16:0.001388888888888889 17:0.001388888888888889 18:0.001388888888888889 1:0.001388888888888889 3:0.001388888888888889 8:0.001388888888888889
AP890601-0157 19:0.5321576763485477 11:0.28319502074688796 9:0.054979253112033194 7:0.03423236514522822 16:0.03008298755186722 12:0.00933609958506224 1:0.00933609958506224 3:0.00933609958506224 4:0.00933609958506224 13:0.005186721991701245 15:0.005186721991701245 2:0.005186721991701245 8:0.005186721991701245 14:0.001037344398340249 17:0.001037344398340249 18:0.001037344398340249 0:0.001037344398340249 5:0.001037344398340249 6:0.001037344398340249 10:0.001037344398340249
AP890601-0255 19:0.5833333333333334 11:0.2193486590038314 9:0.10057471264367816 12:0.027777777777777776 2:0.027777777777777776 0:0.012452107279693486 16:0.008620689655172414 7:0.008620689655172414 13:9.578544061302681E-4 14:9.578544061302681E-4 15:9.578544061302681E-4 17:9.578544061302681E-4 18:9.578544061302681E-4 1:9.578544061302681E-4 3:9.578544061302681E-4 4:9.578544061302681E-4 5:9.578544061302681E-4 6:9.578544061302681E-4 8:9.578544061302681E-4 10:9.578544061302681E-4
AP890602-0031 19:0.6174812030075187 11:0.19642857142857142 9:0.06860902255639098 17:0.03477443609022556 15:0.015977443609022556 4:0.015977443609022556 5:0.012218045112781954 1:0.008458646616541353 2:0.008458646616541353 14:0.004699248120300752 7:0.004699248120300752 8:0.004699248120300752 12:9.398496240601503E-4 13:9.398496240601503E-4 16:9.398496240601503E-4 18:9.398496240601503E-4 0:9.398496240601503E-4 3:9.398496240601503E-4 6:9.398496240601503E-4 10:9.398496240601503E-4
AP890602-0113 5:0.38207547169811323 11:0.18962264150943398 0:0.15943396226415094 9:0.08396226415094339 6:0.057547169811320756 15:0.04245283018867924 4:0.01981132075471698 8:0.016037735849056604 14:0.012264150943396227 16:0.008490566037735849 1:0.008490566037735849 2:0.008490566037735849 10:0.0047169811320754715 12:9.433962264150943E-4 13:9.433962264150943E-4 17:9.433962264150943E-4 18:9.433962264150943E-4 19:9.433962264150943E-4 3:9.433962264150943E-4 7:9.433962264150943E-4
AP890602-0210 14:0.24459876543209877 11:0.14891975308641975 19:0.13348765432098766 0:0.12731481481481483 7:0.08101851851851852 9:0.08101851851851852 6:0.07484567901234568 15:0.03780864197530864 8:0.022376543209876542 3:0.019290123456790122 1:0.010030864197530864 4:0.010030864197530864 10:0.0038580246913580245 12:7.716049382716049E-4 13:7.716049382716049E-4 16:7.716049382716049E-4 17:7.716049382716049E-4 18:7.716049382716049E-4 2:7.716049382716049E-4 5:7.716049382716049E-4
AP890603-0084 4:0.5289473684210526 0:0.11842105263157894 11:0.06578947368421052 3:0.06578947368421052 9:0.05526315789473684 18:0.034210526315789476 17:0.02368421052631579 1:0.02368421052631579 5:0.02368421052631579 6:0.02368421052631579 8:0.013157894736842105 12:0.002631578947368421 13:0.002631578947368421 14:0.002631578947368421 15:0.002631578947368421 16:0.002631578947368421 19:0.002631578947368421 2:0.002631578947368421 7:0.002631578947368421 10:0.002631578947368421
AP890603-0106 11:0.2025691699604743 14:0.14723320158102768 7:0.14723320158102768 0:0.13537549407114624 19:0.10770750988142293 8:0.09189723320158102 9:0.06422924901185771 5:0.044466403162055336 12:0.024703557312252964 3:0.008893280632411068 4:0.008893280632411068 6:0.008893280632411068 13:9.881422924901185E-4 15:9.881422924901185E-4 16:9.881422924901185E-4 17:9.881422924901185E-4 18:9.881422924901185E-4 1:9.881422924901185E-4 2:9.881422924901185E-4 10:9.881422924901185E-4
AP890604-0037 16:0.3735207100591716 2:0.20488165680473372 9:0.08357988165680473 6:0.07766272189349112 12:0.07470414201183433 0:0.045118343195266274 17:0.03920118343195266 19:0.03328402366863906 11:0.027366863905325445 5:0.01849112426035503 18:0.01257396449704142 13:0.0036982248520710057 14:7.396449704142012E-4 15:7.396449704142012E-4 1:7.396449704142012E-4 3:7.396449704142012E-4 4:7.396449704142012E-4 7:7.396449704142012E-4 8:7.396449704142012E-4 10:7.396449704142012E-4
AP890605-0001 12:0.4097826086956522 9:0.16195652173913044 5:0.10108695652173913 16:0.075 10:0.06630434782608696 11:0.06195652173913044 14:0.04456521739130435 7:0.02717391304347826 19:0.014130434782608696 1:0.014130434782608696 18:0.009782608695652175 4:0.005434782608695652 13:0.0010869565217391304 15:0.0010869565217391304 17:0.0010869565217391304 0:0.0010869565217391304 2:0.0010869565217391304 3:0.0010869565217391304 6:0.0010869565217391304 8:0.0010869565217391304
AP890605-0047 17:0.6065270935960592 9:0.12130541871921183 11:0.08435960591133004 16:0.06711822660098522 1:0.035098522167487683 18:0.022783251231527094 8:0.017857142857142856 12:0.01293103448275862 4:0.010467980295566502 0:0.005541871921182266 13:0.003078817733990148 19:0.003078817733990148 5:0.003078817733990148 6:0.003078817733990148 14:6.157635467980296E-4 15:6.157635467980296E-4 2:6.157635467980296E-4 3:6.157635467980296E-4 7:6.157635467980296E-4 10:6.157635467980296E-4
AP890606-0058 12:0.3167808219178082 15:0.14554794520547945 11:0.1113013698630137 19:0.0976027397260274 9:0.09075342465753425 7:0.07705479452054795 4:0.0702054794520548 5:0.04280821917808219 16:0.008561643835616438 17:0.008561643835616438 3:0.008561643835616438 6:0.008561643835616438 13:0.0017123287671232876 14:0.0017123287671232876 18:0.0017123287671232876 0:0.0017123287671232876 1:0.0017123287671232876 2:0.0017123287671232876 8:0.0017123287671232876 10:0.0017123287671232876
AP890606-0088 16:0.5979452054794521 11:0.12945205479452054 9:0.11027397260273973 2:0.07465753424657534 15:0.01986301369863014 17:0.01986301369863014 5:0.011643835616438357 0:0.008904109589041096 6:0.0061643835616438354 10:0.0061643835616438354 14:0.003424657534246575 19:0.003424657534246575 7:0.003424657534246575 12:6.849315068493151E-4 13:6.849315068493151E-4 18:6.849315068493151E-4 1:6.849315068493151E-4 3:6.849315068493151E-4 4:6.849315068493151E-4 8:6.849315068493151E-4
AP890606-0139 13:0.39036885245901637 9:0.2305327868852459 12:0.0625 2:0.0625 16:0.050204918032786885 5:0.042008196721311473 11:0.03790983606557377 17:0.03381147540983607 15:0.017418032786885244 1:0.017418032786885244 19:0.01331967213114754 4:0.01331967213114754 3:0.009221311475409836 8:0.009221311475409836 7:0.005122950819672131 14:0.0010245901639344263 18:0.0010245901639344263 0:0.0010245901639344263 6:0.0010245901639344263 10:0.0010245901639344263
AP890606-0154 10:0.6436170212765957 0:0.17553191489361702 16:0.026595744680851064 6:0.026595744680851064 8:0.026595744680851064 9:0.026595744680851064 11:0.005319148936170213 12:0.005319148936170213 13:0.005319148936170213 14:0.005319148936170213 15:0.005319148936170213 17:0.005319148936170213 18:0.005319148936170213 19:0.005319148936170213 1:0.005319148936170213 2:0.005319148936170213 3:0.005319148936170213 4:0.005319148936170213 5:0.005319148936170213 7:0.005319148936170213
AP890606-0156 10:0.509393063583815 9:0.3013005780346821 11:0.07008670520231214 13:0.04407514450867052 12:0.02384393063583815 15:0.015173410404624277 8:0.00939306358381503 17:0.006502890173410405 18:0.0036127167630057803 1:0.0036127167630057803 4:0.0036127167630057803 6:0.0036127167630057803 14:7.22543352601156E-4 16:7.22543352601156E-4 19:7.22543352601156E-4 0:7.22543352601156E-4 2:7.22543352601156E-4 3:7.22543352601156E-4 5:7.22543352601156E-4 7:7.22543352601156E-4
AP890606-0163 19:0.4035714285714286 11:0.18642857142857142 3:0.10071428571428571 7:0.09785714285714285 15:0.06357142857142857 16:0.04928571428571429 4:0.03785714285714286 8:0.012142857142857143 10:0.009285714285714286 18:0.0064285714285714285 0:0.0064285714285714285 2:0.0064285714285714285 6:0.0064285714285714285 14:0.0035714285714285713 1:0.0035714285714285713 5:0.0035714285714285713 12:7.142857142857143E-4 13:7.142857142857143E-4 17:7.142857142857143E-4 9:7.142857142857143E-4
AP890607-0173 10:0.6536697247706422 9:0.18577981651376146 18:0.06651376146788991 2:0.02981651376146789 16:0.020642201834862386 0:0.011467889908256881 11:0.0022935779816513763 12:0.0022935779816513763 13:0.0022935779816513763 14:0.0022935779816513763 15:0.0022935779816513763 17:0.0022935779816513763 19:0.0022935779816513763 1:0.0022935779816513763 3:0.0022935779816513763 4:0.0022935779816513763 5:0.0022935779816513763 6:0.0022935779816513763 7:0.0022935779816513763 8:0.0022935779816513763
AP890608-0190 4:0.5179738562091504 6:0.23039215686274508 19:0.08660130718954248 8:0.04738562091503268 16:0.021241830065359478 11:0.014705882352941176 3:0.014705882352941176 5:0.014705882352941176 9:0.014705882352941176 14:0.008169934640522876 17:0.008169934640522876 18:0.008169934640522876 12:0.0016339869281045752 13:0.0016339869281045752 15:0.0016339869281045752 0:0.0016339869281045752 1:0.0016339869281045752 2:0.0016339869281045752 7:0.0016339869281045752 10:0.0016339869281045752
AP890608-0197 10:0.49127906976744184 0:0.21220930232558138 6:0.09593023255813954 9:0.08430232558139535 17:0.0377906976744186 12:0.014534883720930232 13:0.014534883720930232 8:0.014534883720930232 11:0.0029069767441860465 14:0.0029069767441860465 15:0.0029069767441860465 16:0.0029069767441860465 18:0.0029069767441860465 19:0.0029069767441860465 1:0.0029069767441860465 2:0.0029069767441860465 3:0.0029069767441860465 4:0.0029069767441860465 5:0.0029069767441860465 7:0.0029069767441860465
AP890609-0024 10:0.7772988505747126 9:0.15660919540229884 4:0.01867816091954023 0:0.01293103448275862 6:0.01293103448275862 11:0.0014367816091954023 12:0.0014367816091954023 13:0.0014367816091954023 14:0.0014367816091954023 15:0.0014367816091954023 16:0.0014367816091954023 17:0.0014367816091954023 18:0.0014367816091954023 19:0.0014367816091954023 1:0.0014367816091954023 2:0.0014367816091954023 3:0.0014367816091954023 5:0.0014367816091954023 7:0.0014367816091954023 8:0.0014367816091954023
AP890609-0163 13:0.2247340425531915 5:0.19281914893617022 11:0.12898936170212766 9:0.12898936170212766 16:0.07579787234042554 6:0.0598404255319149 2:0.04920212765957447 7:0.03856382978723404 0:0.03324468085106383 17:0.022606382978723406 1:0.022606382978723406 14:0.006648936170212766 3:0.006648936170212766 12:0.0013297872340425532 15:0.0013297872340425532 18:0.0013297872340425532 19:0.0013297872340425532 4:0.0013297872340425532 8:0.0013297872340425532 10:0.0013297872340425532
AP890609-0187 13:0.348326359832636 11:0.252092050209205 9:0.23117154811715482 1:0.038702928870292884 8:0.034518828451882845 10:0.034518828451882845 5:0.02615062761506276 19:0.009414225941422594 17:0.005230125523012552 0:0.005230125523012552 6:0.005230125523012552 12:0.0010460251046025104 14:0.0010460251046025104 15:0.0010460251046025104 16:0.0010460251046025104 18:0.0010460251046025104 2:0.0010460251046025104 3:0.0010460251046025104 4:0.0010460251046025104 7:0.0010460251046025104
AP890610-0031 19:0.4830623306233062 11:0.1578590785907859 9:0.12262872628726287 14:0.06300813008130081 4:0.041327913279132794 16:0.03048780487804878 2:0.027777777777777776 15:0.025067750677506776 6:0.016937669376693765 7:0.014227642276422764 8:0.006097560975609756 17:0.0033875338753387536 1:0.0033875338753387536 12:6.775067750677507E-4 13:6.775067750677507E-4 18:6.775067750677507E-4 0:6.775067750677507E-4 3:6.775067750677507E-4 5:6.775067750677507E-4 10:6.775067750677507E-4
AP890611-0016 19:0.3671477079796265 0:0.13115449915110355 3:0.09210526315789473 11:0.0768251273344652 15:0.07512733446519525 9:0.06833616298811546 6:0.03777589134125637 13:0.03607809847198642 4:0.03607809847198642 8:0.03268251273344652 18:0.01230899830220713 12:0.008913412563667233 17:0.007215619694397283 5:0.007215619694397283 7:0.007215619694397283 14:0.0021222410865874364 16:4.2444821731748726E-4 1:4.2444821731748726E-4 2:4.2444821731748726E-4 10:4.2444821731748726E-4
AP890611-0075 6:0.2478813559322034 7:0.2478813559322034 14:0.163135593220339 15:0.1038135593220339 11:0.08686440677966102 9:0.07838983050847458 8:0.019067796610169493 19:0.01059322033898305 0:0.01059322033898305 3:0.01059322033898305 12:0.00211864406779661 13:0.00211864406779661 16:0.00211864406779661 17:0.00211864406779661 18:0.00211864406779661 1:0.00211864406779661 2:0.00211864406779661 4:0.00211864406779661 5:0.00211864406779661 10:0.00211864406779661
AP890612-0098 17:0.6463133640552995 9:0.14400921658986174 5:0.06566820276497695 11:0.056451612903225805 6:0.02880184331797235 13:0.014976958525345621 16:0.010368663594470046 15:0.00576036866359447 18:0.00576036866359447 19:0.00576036866359447 4:0.00576036866359447 12:0.001152073732718894 14:0.001152073732718894 0:0.001152073732718894 1:0.001152073732718894 2:0.001152073732718894 3:0.001152073732718894 7:0.001152073732718894 8:0.001152073732718894 10:0.001152073732718894
AP890612-0163 3:0.4261658031088083 9:0.14637305699481865 0:0.09974093264248704 7:0.09974093264248704 11:0.08937823834196891 8:0.03238341968911917 6:0.027202072538860103 19:0.022020725388601035 12:0.01683937823834197 1:0.011658031088082901 4:0.011658031088082901 17:0.006476683937823834 13:0.0012953367875647669 14:0.0012953367875647669 15:0.0012953367875647669 16:0.0012953367875647669 18:0.0012953367875647669 2:0.0012953367875647669 5:0.0012953367875647669 10:0.0012953367875647669
AP890612-0177 7:0.46980676328502413 11:0.21859903381642512 17:0.07367149758454106 9:0.0640096618357488 4:0.04468599033816425 10:0.04468599033816425 12:0.020531400966183576 6:0.020531400966183576 13:0.010869565217391304 8:0.010869565217391304 16:0.006038647342995169 2:0.006038647342995169 14:0.0012077294685990338 15:0.0012077294685990338 18:0.0012077294685990338 19:0.0012077294685990338 0:0.0012077294685990338 1:0.0012077294685990338 3:0.0012077294685990338 5:0.0012077294685990338
AP890613-0068 7:0.4558270676691729 15:0.1400375939849624 11:0.1287593984962406 9:0.07988721804511278 4:0.042293233082706765 16:0.03477443609022556 6:0.03101503759398496 0:0.023496240601503758 13:0.019736842105263157 1:0.012218045112781954 3:0.012218045112781954 2:0.008458646616541353 5:0.004699248120300752 12:9.398496240601503E-4 14:9.398496240601503E-4 17:9.398496240601503E-4 18:9.398496240601503E-4 19:9.398496240601503E-4 8:9.398496240601503E-4 10:9.398496240601503E-4
AP890613-0171 10:0.7393617021276596 9:0.17907801418439717 11:0.044326241134751775 16:0.008865248226950355 12:0.0017730496453900709 13:0.0017730496453900709 14:0.0017730496453900709 15:0.0017730496453900709 17:0.0017730496453900709 18:0.0017730496453900709 19:0.0017730496453900709 0:0.0017730496453900709 1:0.0017730496453900709 2:0.0017730496453900709 3:0.0017730496453900709 4:0.0017730496453900709 5:0.0017730496453900709 6:0.0017730496453900709 7:0.0017730496453900709 8:0.0017730496453900709
AP890614-0054 3:0.46743697478991597 2:0.16491596638655462 9:0.0976890756302521 7:0.05567226890756303 14:0.03466386554621849 19:0.03466386554621849 0:0.03046218487394958 8:0.03046218487394958 11:0.022058823529411766 12:0.022058823529411766 6:0.01365546218487395 15:0.005252100840336135 16:0.005252100840336135 4:0.005252100840336135 10:0.005252100840336135 13:0.0010504201680672268 17:0.0010504201680672268 18:0.0010504201680672268 1:0.0010504201680672268 5:0.0010504201680672268
AP890614-0114 0:0.3441780821917808 11:0.1386986301369863 3:0.13184931506849315 9:0.09075342465753425 15:0.05650684931506849 16:0.05650684931506849 8:0.04965753424657534 12:0.04280821917808219 6:0.03595890410958904 4:0.015410958904109588 18:0.008561643835616438 5:0.008561643835616438 10:0.008561643835616438 13:0.0017123287671232876 14:0.0017123287671232876 17:0.0017123287671232876 19:0.0017123287671232876 1:0.0017123287671232876 2:0.0017123287671232876 7:0.0017123287671232876
AP890614-0141 19:0.509180790960452 11:0.1419491525423729 9:0.11087570621468927 14:0.06567796610169492 7:0.04590395480225989 2:0.04307909604519774 4:0.03177966101694915 15:0.012005649717514125 8:0.009180790960451978 12:0.006355932203389831 16:0.006355932203389831 3:0.006355932203389831 13:0.0035310734463276836 18:0.0035310734463276836 17:7.062146892655367E-4 0:7.062146892655367E-4 1:7.062146892655367E-4 5:7.062146892655367E-4 6:7.062146892655367E-4 10:7.062146892655367E-4
AP890615-0013 19:0.3777056277056277 11:0.15692640692640691 15:0.1396103896103896 9:0.10497835497835498 3:0.07467532467532467 14:0.06601731601731602 7:0.048701298701298704 6:0.00974025974025974 17:0.005411255411255411 0:0.005411255411255411 12:0.0010822510822510823 13:0.0010822510822510823 16:0.0010822510822510823 18:0.0010822510822510823 1:0.0010822510822510823 2:0.0010822510822510823 4:0.0010822510822510823 5:0.0010822510822510823 8:0.0010822510822510823 10:0.0010822510822510823
AP890615-0031 19:0.5070332480818415 11:0.22570332480818414 9:0.08248081841432225 16:0.062020460358056265 15:0.026214833759590793 3:0.026214833759590793 0:0.023657289002557546 4:0.01854219948849105 1:0.010869565217391304 14:0.005754475703324808 17:0.00319693094629156 10:0.00319693094629156 12:6.393861892583121E-4 13:6.393861892583121E-4 18:6.393861892583121E-4 2:6.393861892583121E-4 5:6.393861892583121E-4 6:6.393861892583121E-4 7:6.393861892583121E-4 8:6.393861892583121E-4
AP890617-0141 10:0.63 9:0.13857142857142857 12:0.05857142857142857 11:0.05285714285714286 15:0.03571428571428571 16:0.03 14:0.018571428571428572 18:0.007142857142857143 1:0.007142857142857143 7:0.007142857142857143 13:0.0014285714285714286 17:0.0014285714285714286 19:0.0014285714285714286 0:0.0014285714285714286 2:0.0014285714285714286 3:0.0014285714285714286 4:0.0014285714285714286 5:0.0014285714285714286 6:0.0014285714285714286 8:0.0014285714285714286
AP890618-0068 16:0.5045219638242894 2:0.21511627906976744 9:0.08333333333333333 11:0.06524547803617571 0:0.02648578811369509 6:0.02648578811369509 15:0.023901808785529714 17:0.01614987080103359 12:0.013565891472868217 19:0.008397932816537468 3:0.008397932816537468 1:0.003229974160206718 13:6.459948320413437E-4 14:6.459948320413437E-4 18:6.459948320413437E-4 4:6.459948320413437E-4 5:6.459948320413437E-4 7:6.459948320413437E-4 8:6.459948320413437E-4 10:6.459948320413437E-4
AP890620-0017 19:0.5884308510638298 11:0.2081117021276596 9:0.0538563829787234 0:0.03789893617021277 15:0.02726063829787234 3:0.021941489361702128 5:0.021941489361702128 7:0.013962765957446808 12:0.008643617021276596 1:0.005984042553191489 4:0.003324468085106383 8:0.003324468085106383 13:6.648936170212766E-4 14:6.648936170212766E-4 16:6.648936170212766E-4 17:6.648936170212766E-4 18:6.648936170212766E-4 2:6.648936170212766E-4 6:6.648936170212766E-4 10:6.648936170212766E-4
AP890620-0090 11:0.39634146341463417 19:0.1475609756097561 9:0.11341463414634147 14:0.10365853658536585 0:0.05975609756097561 15:0.054878048780487805 2:0.05 12:0.045121951219512194 4:0.015853658536585366 13:0.0012195121951219512 16:0.0012195121951219512 17:0.0012195121951219512 18:0.0012195121951219512 1:0.0012195121951219512 3:0.0012195121951219512 5:0.0012195121951219512 6:0.0012195121951219512 7:0.0012195121951219512 8:0.0012195121951219512 10:0.0012195121951219512
AP890620-0229 16:0.16191275167785235 11:0.13171140939597314 7:0.1115771812080537 9:0.10486577181208054 15:0.10151006711409397 19:0.09479865771812081 14:0.07466442953020135 2:0.057885906040268456 12:0.047818791946308725 10:0.037751677852348994 3:0.024328859060402684 0:0.01761744966442953 5:0.010906040268456376 8:0.007550335570469799 17:0.0041946308724832215 18:0.0041946308724832215 4:0.0041946308724832215 13:8.389261744966443E-4 1:8.389261744966443E-4 6:8.389261744966443E-4
AP890621-0204 10:0.6625475285171103 9:0.24429657794676807 15:0.019961977186311788 0:0.019961977186311788 7:0.016159695817490494 16:0.012357414448669201 11:0.008555133079847909 1:0.004752851711026616 12:9.505703422053232E-4 13:9.505703422053232E-4 14:9.505703422053232E-4 17:9.505703422053232E-4 18:9.505703422053232E-4 19:9.505703422053232E-4 2:9.505703422053232E-4 3:9.505703422053232E-4 4:9.505703422053232E-4 5:9.505703422053232E-4 6:9.505703422053232E-4 8:9.505703422053232E-4
AP890622-0006 4:0.4876760563380282 19:0.12852112676056338 15:0.12147887323943662 9:0.1073943661971831 14:0.04401408450704225 2:0.02992957746478873 10:0.02992957746478873 11:0.01584507042253521 3:0.01584507042253521 12:0.0017605633802816902 13:0.0017605633802816902 16:0.0017605633802816902 17:0.0017605633802816902 18:0.0017605633802816902 0:0.0017605633802816902 1:0.0017605633802816902 5:0.0017605633802816902 6:0.0017605633802816902 7:0.0017605633802816902 8:0.0017605633802816902
AP890622-0049 6:0.4558270676691729 9:0.125 16:0.1174812030075188 5:0.07988721804511278 2:0.06484962406015038 11:0.04981203007518797 12:0.046052631578947366 15:0.019736842105263157 1:0.019736842105263157 18:0.004699248120300752 7:0.004699248120300752 8:0.004699248120300752 13:9.398496240601503E-4 14:9.398496240601503E-4 17:9.398496240601503E-4 19:9.398496240601503E-4 0:9.398496240601503E-4 3:9.398496240601503E-4 4:9.398496240601503E-4 10:9.398496240601503E-4
AP890622-0093 10:0.4627862595419847 9:0.3520992366412214 11:0.05820610687022901 16:0.035305343511450385 4:0.03148854961832061 7:0.03148854961832061 18:0.016221374045801526 12:9.541984732824427E-4 13:9.541984732824427E-4 14:9.541984732824427E-4 15:9.541984732824427E-4 17:9.541984732824427E-4 19:9.541984732824427E-4 0:9.541984732824427E-4 1:9.541984732824427E-4 2:9.541984732824427E-4 3:9.541984732824427E-4 5:9.541984732824427E-4 6:9.541984732824427E-4 8:9.541984732824427E-4
AP890622-0094 16:0.6587078651685393 9:0.15870786516853932 2:0.05196629213483146 19:0.0351123595505618 11:0.02949438202247191 14:0.023876404494382022 5:0.012640449438202247 12:0.007022471910112359 10:0.007022471910112359 13:0.0014044943820224719 15:0.0014044943820224719 17:0.0014044943820224719 18:0.0014044943820224719 0:0.0014044943820224719 1:0.0014044943820224719 3:0.0014044943820224719 4:0.0014044943820224719 6:0.0014044943820224719 7:0.0014044943820224719 8:0.0014044943820224719
AP890622-0135 14:0.26157407407407407 9:0.20601851851851852 3:0.1412037037037037 11:0.10416666666666667 4:0.06712962962962964 6:0.06712962962962964 2:0.03935185185185185 18:0.03009259259259259 0:0.03009259259259259 17:0.011574074074074073 1:0.011574074074074073 5:0.011574074074074073 12:0.0023148148148148147 13:0.0023148148148148147 15:0.0023148148148148147 16:0.0023148148148148147 19:0.0023148148148148147 7:0.0023148148148148147 8:0.0023148148148148147 10:0.0023148148148148147
AP890622-0205 6:0.2951977401129944 9:0.153954802259887 16:0.11440677966101695 2:0.11440677966101695 5:0.11440677966101695 8:0.05790960451977401 11:0.04096045197740113 7:0.03531073446327684 1:0.02401129943502825 15:0.012711864406779662 12:0.007062146892655367 18:0.007062146892655367 0:0.007062146892655367 3:0.007062146892655367 13:0.0014124293785310734 14:0.0014124293785310734 17:0.0014124293785310734 19:0.0014124293785310734 4:0.0014124293785310734 10:0.0014124293785310734
AP890623-0085 13:0.6474763406940063 1:0.09227129337539432 6:0.07965299684542587 5:0.051261829652996846 9:0.051261829652996846 8:0.032334384858044164 12:0.02917981072555205 11:0.003943217665615142 14:0.003943217665615142 15:7.886435331230284E-4 16:7.886435331230284E-4 17:7.886435331230284E-4 18:7.886435331230284E-4 19:7.886435331230284E-4 0:7.886435331230284E-4 2:7.886435331230284E-4 3:7.886435331230284E-4 4:7.886435331230284E-4 7:7.886435331230284E-4 10:7.886435331230284E-4
AP890623-0151 5:0.6710526315789473 16:0.11666666666666667 9:0.0956140350877193 11:0.07105263157894737 19:0.014912280701754385 15:0.0043859649122807015 18:0.0043859649122807015 1:0.0043859649122807015 2:0.0043859649122807015 4:0.0043859649122807015 12:8.771929824561404E-4 13:8.771929824561404E-4 14:8.771929824561404E-4 17:8.771929824561404E-4 0:8.771929824561404E-4 3:8.771929824561404E-4 6:8.771929824561404E-4 7:8.771929824561404E-4 8:8.771929824561404E-4 10:8.771929824561404E-4
AP890624-0002 5:0.5667330677290837 16:0.24800796812749004 9:0.07669322709163347 11:0.02888446215139442 19:0.02888446215139442 2:0.02091633466135458 10:0.012948207171314742 7:0.0049800796812749 12:9.9601593625498E-4 13:9.9601593625498E-4 14:9.9601593625498E-4 15:9.9601593625498E-4 17:9.9601593625498E-4 18:9.9601593625498E-4 0:9.9601593625498E-4 1:9.9601593625498E-4 3:9.9601593625498E-4 4:9.9601593625498E-4 6:9.9601593625498E-4 8:9.9601593625498E-4
AP890624-0059 17:0.6080645161290322 9:0.09838709677419355 11:0.08548387096774193 5:0.06612903225806452 14:0.04032258064516129 7:0.03387096774193549 16:0.020967741935483872 18:0.008064516129032258 19:0.008064516129032258 2:0.008064516129032258 4:0.008064516129032258 12:0.0016129032258064516 13:0.0016129032258064516 15:0.0016129032258064516 0:0.0016129032258064516 1:0.0016129032258064516 3:0.0016129032258064516 6:0.0016129032258064516 8:0.0016129032258064516 10:0.0016129032258064516
AP890626-0205 8:0.3607266435986159 4:0.1046712802768166 14:0.08737024221453288 0:0.08044982698961937 6:0.07352941176470588 9:0.07352941176470588 16:0.04930795847750865 12:0.04238754325259515 7:0.04238754325259515 10:0.018166089965397925 1:0.014705882352941176 2:0.014705882352941176 17:0.01124567474048443 15:0.007785467128027681 19:0.007785467128027681 3:0.007785467128027681 11:8.650519031141869E-4 13:8.650519031141869E-4 18:8.650519031141869E-4 5:8.650519031141869E-4
AP890626-0207 15:0.35860655737704916 19:0.3012295081967213 11:0.148224043715847 7:0.05806010928961749 16:0.04439890710382514 9:0.028005464480874317 17:0.01707650273224044 4:0.014344262295081968 1:0.006147540983606557 2:0.006147540983606557 6:0.006147540983606557 12:0.0034153005464480873 10:0.0034153005464480873 13:6.830601092896175E-4 14:6.830601092896175E-4 18:6.830601092896175E-4 0:6.830601092896175E-4 3:6.830601092896175E-4 5:6.830601092896175E-4 8:6.830601092896175E-4
AP890627-0001 15:0.6641176470588235 9:0.11823529411764706 14:0.07823529411764706 11:0.05235294117647059 12:0.026470588235294117 19:0.02176470588235294 2:0.01 3:0.007647058823529412 18:0.005294117647058823 1:0.005294117647058823 16:0.0029411764705882353 8:0.0029411764705882353 13:5.88235294117647E-4 17:5.88235294117647E-4 0:5.88235294117647E-4 4:5.88235294117647E-4 5:5.88235294117647E-4 6:5.88235294117647E-4 7:5.88235294117647E-4 10:5.88235294117647E-4
AP890627-0085 17:0.7382075471698113 9:0.09669811320754718 16:0.049528301886792456 11:0.02122641509433962 1:0.02122641509433962 4:0.02122641509433962 19:0.01179245283018868 5:0.01179245283018868 12:0.0023584905660377358 13:0.0023584905660377358 14:0.0023584905660377358 15:0.0023584905660377358 18:0.0023584905660377358 0:0.0023584905660377358 2:0.0023584905660377358 3:0.0023584905660377358 6:0.0023584905660377358 7:0.0023584905660377358 8:0.0023584905660377358 10:0.0023584905660377358
