AP890101-0002 0:0.32002457002457 16:0.2905405405405405 12:0.08415233415233415 17:0.07186732186732187 11:0.057125307125307126 10:0.03992628992628992 5:0.032555282555282554 18:0.02764127764127764 19:0.02764127764127764 2:0.017813267813267815 4:0.007985257985257985 1:0.005528255528255528 8:0.005528255528255528 3:0.003071253071253071 6:0.003071253071253071 9:0.003071253071253071 13:6.142506142506142E-4 14:6.142506142506142E-4 15:6.142506142506142E-4 7:6.142506142506142E-4
AP890712-0212 11:0.567351598173516 16:0.13356164383561644 13:0.10159817351598173 6:0.06506849315068493 1:0.05136986301369863 19:0.028538812785388126 9:0.019406392694063926 8:0.014840182648401826 7:0.005707762557077625 12:0.001141552511415525 14:0.001141552511415525 15:0.001141552511415525 17:0.001141552511415525 18:0.001141552511415525 0:0.001141552511415525 2:0.001141552511415525 3:0.001141552511415525 4:0.001141552511415525 5:0.001141552511415525 10:0.001141552511415525
AP890712-0283 1:0.7582070707070707 16:0.09154040404040405 12:0.03851010101010101 6:0.030934343434343436 13:0.018308080808080808 15:0.015782828282828284 4:0.015782828282828284 14:0.008207070707070708 17:0.008207070707070708 5:0.005681818181818182 3:0.0031565656565656565 11:6.313131313131314E-4 18:6.313131313131314E-4 19:6.313131313131314E-4 0:6.313131313131314E-4 2:6.313131313131314E-4 7:6.313131313131314E-4 8:6.313131313131314E-4 9:6.313131313131314E-4 10:6.313131313131314E-4
AP890713-0035 1:0.7035472972972973 16:0.07179054054054054 6:0.06503378378378379 12:0.03800675675675676 15:0.02787162162162162 17:0.024493243243243243 13:0.021114864864864864 11:0.017736486486486486 0:0.007601351351351352 3:0.004222972972972973 4:0.004222972972972973 9:0.004222972972972973 10:0.004222972972972973 14:8.445945945945946E-4 18:8.445945945945946E-4 19:8.445945945945946E-4 2:8.445945945945946E-4 5:8.445945945945946E-4 7:8.445945945945946E-4 8:8.445945945945946E-4
AP890713-0043 1:0.3066546762589928 16:0.15197841726618705 18:0.1447841726618705 10:0.09082733812949641 19:0.06924460431654676 5:0.06564748201438848 14:0.047661870503597124 2:0.03327338129496403 6:0.026079136690647483 3:0.018884892086330936 9:0.015287769784172662 13:0.011690647482014389 11:0.008093525179856115 0:0.0044964028776978415 12:8.992805755395684E-4 15:8.992805755395684E-4 17:8.992805755395684E-4 4:8.992805755395684E-4 7:8.992805755395684E-4 8:8.992805755395684E-4
AP890713-0105 16:0.28105095541401276 10:0.19187898089171976 18:0.1409235668789809 12:0.08996815286624203 19:0.04856687898089172 4:0.04538216560509554 14:0.03901273885350318 1:0.03901273885350318 5:0.03901273885350318 0:0.019904458598726114 11:0.016719745222929936 9:0.016719745222929936 6:0.013535031847133758 2:0.007165605095541401 13:0.003980891719745223 8:0.003980891719745223 15:7.961783439490446E-4 17:7.961783439490446E-4 3:7.961783439490446E-4 7:7.961783439490446E-4
AP890713-0267 11:0.4056291390728477 2:0.1605960264900662 4:0.12086092715231789 16:0.1076158940397351 0:0.1076158940397351 3:0.07450331125827815 12:0.0016556291390728477 13:0.0016556291390728477 14:0.0016556291390728477 15:0.0016556291390728477 17:0.0016556291390728477 18:0.0016556291390728477 19:0.0016556291390728477 1:0.0016556291390728477 5:0.0016556291390728477 6:0.0016556291390728477 7:0.0016556291390728477 8:0.0016556291390728477 9:0.0016556291390728477 10:0.0016556291390728477
AP890714-0023 8:0.4814410480349345 16:0.18013100436681223 5:0.11026200873362445 9:0.05786026200873363 6:0.04912663755458515 2:0.036026200873362446 12:0.02292576419213974 3:0.018558951965065504 7:0.014192139737991267 10:0.009825327510917031 13:0.0054585152838427945 0:0.0054585152838427945 11:0.001091703056768559 14:0.001091703056768559 15:0.001091703056768559 17:0.001091703056768559 18:0.001091703056768559 19:0.001091703056768559 1:0.001091703056768559 4:0.001091703056768559
AP890714-0138 1:0.24771341463414634 16:0.21417682926829268 0:0.17454268292682926 4:0.09527439024390244 3:0.06478658536585366 11:0.0586890243902439 19:0.04344512195121951 2:0.04344512195121951 6:0.01600609756097561 7:0.01600609756097561 14:0.006859756097560976 12:0.0038109756097560975 17:0.0038109756097560975 5:0.0038109756097560975 9:0.0038109756097560975 13:7.621951219512195E-4 15:7.621951219512195E-4 18:7.621951219512195E-4 8:7.621951219512195E-4 10:7.621951219512195E-4
AP890714-0246 0:0.29603174603174603 17:0.2896825396825397 16:0.12142857142857143 19:0.06746031746031746 18:0.05793650793650794 12:0.04523809523809524 9:0.023015873015873017 10:0.01984126984126984 1:0.016666666666666666 8:0.016666666666666666 13:0.013492063492063493 2:0.007142857142857143 6:0.007142857142857143 11:0.003968253968253968 15:0.003968253968253968 4:0.003968253968253968 5:0.003968253968253968 14:7.936507936507937E-4 3:7.936507936507937E-4 7:7.936507936507937E-4
AP890714-0267 12:0.45 13:0.21923076923076923 6:0.12692307692307692 0:0.08076923076923077 1:0.05 17:0.019230769230769232 11:0.0038461538461538464 14:0.0038461538461538464 15:0.0038461538461538464 16:0.0038461538461538464 18:0.0038461538461538464 19:0.0038461538461538464 2:0.0038461538461538464 3:0.0038461538461538464 4:0.0038461538461538464 5:0.0038461538461538464 7:0.0038461538461538464 8:0.0038461538461538464 9:0.0038461538461538464 10:0.0038461538461538464
AP890715-0061 5:0.41431095406360424 16:0.21289752650176677 18:0.1068904593639576 1:0.07862190812720848 6:0.05035335689045936 9:0.03268551236749117 7:0.029151943462897525 12:0.022084805653710248 17:0.015017667844522967 4:0.015017667844522967 3:0.011484098939929329 19:0.00441696113074205 11:8.833922261484099E-4 13:8.833922261484099E-4 14:8.833922261484099E-4 15:8.833922261484099E-4 0:8.833922261484099E-4 2:8.833922261484099E-4 8:8.833922261484099E-4 10:8.833922261484099E-4
AP890717-0148 3:0.5852272727272727 8:0.20643939393939395 12:0.10795454545454546 16:0.032196969696969696 5:0.017045454545454544 7:0.017045454545454544 0:0.00946969696969697 11:0.001893939393939394 13:0.001893939393939394 14:0.001893939393939394 15:0.001893939393939394 17:0.001893939393939394 18:0.001893939393939394 19:0.001893939393939394 1:0.001893939393939394 2:0.001893939393939394 4:0.001893939393939394 6:0.001893939393939394 9:0.001893939393939394 10:0.001893939393939394
AP890717-0208 11:0.6277985074626866 16:0.10167910447761194 10:0.07555970149253731 6:0.05317164179104478 15:0.03824626865671642 1:0.027052238805970148 9:0.02332089552238806 12:0.01585820895522388 2:0.008395522388059701 5:0.008395522388059701 17:0.0046641791044776115 0:0.0046641791044776115 4:0.0046641791044776115 13:9.328358208955224E-4 14:9.328358208955224E-4 18:9.328358208955224E-4 19:9.328358208955224E-4 3:9.328358208955224E-4 7:9.328358208955224E-4 8:9.328358208955224E-4
AP890718-0118 16:0.2643581081081081 13:0.25084459459459457 18:0.13935810810810811 10:0.06503378378378379 15:0.05489864864864865 3:0.05152027027027027 9:0.03800675675675676 14:0.03462837837837838 7:0.021114864864864864 19:0.017736486486486486 8:0.017736486486486486 1:0.014358108108108109 5:0.01097972972972973 2:0.007601351351351352 12:0.004222972972972973 17:0.004222972972972973 11:8.445945945945946E-4 0:8.445945945945946E-4 4:8.445945945945946E-4 6:8.445945945945946E-4
AP890718-0132 11:0.6108156028368794 6:0.08953900709219859 16:0.06471631205673758 9:0.057624113475177305 1:0.04698581560283688 13:0.02925531914893617 15:0.02925531914893617 5:0.018617021276595744 17:0.01152482269503546 19:0.01152482269503546 14:0.007978723404255319 12:0.004432624113475178 4:0.004432624113475178 8:0.004432624113475178 10:0.004432624113475178 18:8.865248226950354E-4 0:8.865248226950354E-4 2:8.865248226950354E-4 3:8.865248226950354E-4 7:8.865248226950354E-4
AP890718-0164 7:0.5132113821138211 16:0.21646341463414634 1:0.15142276422764228 5:0.049796747967479675 12:0.03353658536585366 2:0.009146341463414634 10:0.009146341463414634 8:0.00508130081300813 11:0.0010162601626016261 13:0.0010162601626016261 14:0.0010162601626016261 15:0.0010162601626016261 17:0.0010162601626016261 18:0.0010162601626016261 19:0.0010162601626016261 0:0.0010162601626016261 3:0.0010162601626016261 4:0.0010162601626016261 6:0.0010162601626016261 9:0.0010162601626016261
AP890718-0250 11:0.580316742081448 16:0.17307692307692307 6:0.1595022624434389 9:0.023755656108597284 12:0.014705882352941176 15:0.014705882352941176 1:0.010180995475113122 17:0.005656108597285068 2:0.005656108597285068 13:0.0011312217194570137 14:0.0011312217194570137 18:0.0011312217194570137 19:0.0011312217194570137 0:0.0011312217194570137 3:0.0011312217194570137 4:0.0011312217194570137 5:0.0011312217194570137 7:0.0011312217194570137 8:0.0011312217194570137 10:0.0011312217194570137
AP890719-0067 17:0.3853711790393013 2:0.13646288209606988 16:0.0927947598253275 1:0.08406113537117904 9:0.07532751091703056 12:0.06222707423580786 3:0.05786026200873363 15:0.027292576419213975 6:0.02292576419213974 11:0.018558951965065504 0:0.014192139737991267 8:0.009825327510917031 10:0.0054585152838427945 13:0.001091703056768559 14:0.001091703056768559 18:0.001091703056768559 19:0.001091703056768559 4:0.001091703056768559 5:0.001091703056768559 7:0.001091703056768559
AP890719-0237 12:0.8031914893617021 6:0.05851063829787234 16:0.030141843971631204 17:0.030141843971631204 13:0.02304964539007092 3:0.015957446808510637 1:0.008865248226950355 7:0.008865248226950355 11:0.0017730496453900709 14:0.0017730496453900709 15:0.0017730496453900709 18:0.0017730496453900709 19:0.0017730496453900709 0:0.0017730496453900709 2:0.0017730496453900709 4:0.0017730496453900709 5:0.0017730496453900709 8:0.0017730496453900709 9:0.0017730496453900709 10:0.0017730496453900709
AP890719-0262 0:0.5108173076923077 11:0.2608173076923077 16:0.11658653846153846 9:0.020432692307692308 12:0.015625 17:0.015625 19:0.015625 4:0.015625 18:0.006009615384615385 6:0.006009615384615385 10:0.006009615384615385 13:0.001201923076923077 14:0.001201923076923077 15:0.001201923076923077 1:0.001201923076923077 2:0.001201923076923077 3:0.001201923076923077 5:0.001201923076923077 7:0.001201923076923077 8:0.001201923076923077
AP890719-0265 15:0.4268953068592058 1:0.20306859205776173 16:0.1092057761732852 19:0.08754512635379061 11:0.033393501805054154 5:0.033393501805054154 8:0.029783393501805054 4:0.026173285198555957 13:0.015342960288808664 7:0.011732851985559567 9:0.008122743682310469 18:0.004512635379061372 2:0.004512635379061372 12:9.025270758122744E-4 14:9.025270758122744E-4 17:9.025270758122744E-4 0:9.025270758122744E-4 3:9.025270758122744E-4 6:9.025270758122744E-4 10:9.025270758122744E-4
AP890719-0296 0:0.4865269461077844 11:0.3248502994011976 16:0.07934131736526946 7:0.0374251497005988 13:0.025449101796407185 8:0.01347305389221557 3:0.0074850299401197605 6:0.0074850299401197605 12:0.0014970059880239522 14:0.0014970059880239522 15:0.0014970059880239522 17:0.0014970059880239522 18:0.0014970059880239522 19:0.0014970059880239522 1:0.0014970059880239522 2:0.0014970059880239522 4:0.0014970059880239522 5:0.0014970059880239522 9:0.0014970059880239522 10:0.0014970059880239522
AP890720-0121 9:0.41956521739130437 14:0.17608695652173914 16:0.12391304347826088 2:0.05434782608695652 17:0.04565217391304348 18:0.03695652173913044 6:0.03695652173913044 5:0.02826086956521739 13:0.01956521739130435 3:0.01956521739130435 12:0.010869565217391304 8:0.010869565217391304 11:0.002173913043478261 15:0.002173913043478261 19:0.002173913043478261 0:0.002173913043478261 1:0.002173913043478261 4:0.002173913043478261 7:0.002173913043478261 10:0.002173913043478261
AP890722-0052 11:0.3804347826086957 13:0.21894409937888198 16:0.16304347826086957 3:0.11956521739130435 18:0.03260869565217391 7:0.020186335403726708 2:0.013975155279503106 12:0.007763975155279503 14:0.007763975155279503 5:0.007763975155279503 6:0.007763975155279503 10:0.007763975155279503 15:0.0015527950310559005 17:0.0015527950310559005 19:0.0015527950310559005 0:0.0015527950310559005 1:0.0015527950310559005 4:0.0015527950310559005 8:0.0015527950310559005 9:0.0015527950310559005
AP890722-0068 10:0.295 7:0.115 9:0.10833333333333334 19:0.08833333333333333 2:0.08833333333333333 0:0.075 18:0.06833333333333333 12:0.028333333333333332 1:0.028333333333333332 16:0.021666666666666667 14:0.015 3:0.015 8:0.015 13:0.008333333333333333 15:0.008333333333333333 17:0.008333333333333333 4:0.008333333333333333 11:0.0016666666666666668 5:0.0016666666666666668 6:0.0016666666666666668
AP890723-0092 11:0.41897506925207756 16:0.23060941828254847 0:0.14473684210526316 4:0.04778393351800554 2:0.031163434903047092 1:0.025623268698060944 12:0.02008310249307479 7:0.02008310249307479 19:0.01731301939058172 9:0.014542936288088643 3:0.011772853185595568 6:0.009002770083102494 5:0.0034626038781163434 13:6.925207756232687E-4 14:6.925207756232687E-4 15:6.925207756232687E-4 17:6.925207756232687E-4 18:6.925207756232687E-4 8:6.925207756232687E-4 10:6.925207756232687E-4
AP890724-0101 2:0.3680327868852459 5:0.24016393442622952 16:0.1581967213114754 15:0.0860655737704918 7:0.06639344262295081 0:0.04672131147540984 4:0.007377049180327869 12:0.004098360655737705 17:0.004098360655737705 1:0.004098360655737705 6:0.004098360655737705 9:0.004098360655737705 11:8.19672131147541E-4 13:8.19672131147541E-4 14:8.19672131147541E-4 18:8.19672131147541E-4 19:8.19672131147541E-4 3:8.19672131147541E-4 8:8.19672131147541E-4 10:8.19672131147541E-4
AP890724-0143 5:0.4258720930232558 8:0.16424418604651161 16:0.12936046511627908 15:0.12354651162790697 9:0.06540697674418605 19:0.030523255813953487 2:0.0188953488372093 17:0.01308139534883721 14:0.007267441860465116 0:0.007267441860465116 11:0.0014534883720930232 12:0.0014534883720930232 13:0.0014534883720930232 18:0.0014534883720930232 1:0.0014534883720930232 3:0.0014534883720930232 4:0.0014534883720930232 6:0.0014534883720930232 7:0.0014534883720930232 10:0.0014534883720930232
AP890724-0224 4:0.357421875 1:0.2845052083333333 19:0.16731770833333334 16:0.146484375 12:0.018880208333333332 13:0.008463541666666666 14:0.005859375 11:0.0032552083333333335 15:6.510416666666666E-4 17:6.510416666666666E-4 18:6.510416666666666E-4 0:6.510416666666666E-4 2:6.510416666666666E-4 3:6.510416666666666E-4 5:6.510416666666666E-4 6:6.510416666666666E-4 7:6.510416666666666E-4 8:6.510416666666666E-4 9:6.510416666666666E-4 10:6.510416666666666E-4
AP890724-0228 16:0.3220198675496689 17:0.2458609271523179 19:0.0935430463576159 9:0.060430463576158944 5:0.05380794701986755 8:0.05380794701986755 10:0.05380794701986755 6:0.04056291390728477 13:0.03394039735099338 4:0.01076158940397351 7:0.01076158940397351 12:0.0074503311258278145 1:0.0041390728476821195 2:0.0041390728476821195 11:8.278145695364238E-4 14:8.278145695364238E-4 15:8.278145695364238E-4 18:8.278145695364238E-4 0:8.278145695364238E-4 3:8.278145695364238E-4
AP890724-0261 12:0.5318627450980392 6:0.20833333333333334 0:0.08088235294117647 16:0.07107843137254902 17:0.031862745098039214 11:0.012254901960784314 14:0.012254901960784314 3:0.012254901960784314 7:0.012254901960784314 13:0.0024509803921568627 15:0.0024509803921568627 18:0.0024509803921568627 19:0.0024509803921568627 1:0.0024509803921568627 2:0.0024509803921568627 4:0.0024509803921568627 5:0.0024509803921568627 8:0.0024509803921568627 9:0.0024509803921568627 10:0.0024509803921568627
AP890725-0071 6:0.8619791666666666 16:0.059895833333333336 13:0.03211805555555555 1:0.011284722222222222 17:0.0078125 9:0.0078125 2:0.004340277777777778 8:0.004340277777777778 11:8.680555555555555E-4 12:8.680555555555555E-4 14:8.680555555555555E-4 15:8.680555555555555E-4 18:8.680555555555555E-4 19:8.680555555555555E-4 0:8.680555555555555E-4 3:8.680555555555555E-4 4:8.680555555555555E-4 5:8.680555555555555E-4 7:8.680555555555555E-4 10:8.680555555555555E-4
AP890725-0107 6:0.8133680555555556 16:0.0876736111111111 11:0.018229166666666668 13:0.014756944444444444 14:0.014756944444444444 1:0.014756944444444444 7:0.011284722222222222 9:0.0078125 19:0.004340277777777778 2:0.004340277777777778 12:8.680555555555555E-4 15:8.680555555555555E-4 17:8.680555555555555E-4 18:8.680555555555555E-4 0:8.680555555555555E-4 3:8.680555555555555E-4 4:8.680555555555555E-4 5:8.680555555555555E-4 8:8.680555555555555E-4 10:8.680555555555555E-4
AP890725-0134 5:0.4809711286089239 16:0.2263779527559055 9:0.15813648293963253 18:0.04002624671916011 13:0.02952755905511811 15:0.016404199475065617 17:0.01115485564304462 14:0.00853018372703412 0:0.00853018372703412 3:0.005905511811023622 4:0.005905511811023622 6:0.0032808398950131233 11:6.561679790026247E-4 12:6.561679790026247E-4 19:6.561679790026247E-4 1:6.561679790026247E-4 2:6.561679790026247E-4 7:6.561679790026247E-4 8:6.561679790026247E-4 10:6.561679790026247E-4
AP890725-0189 11:0.5275510204081633 0:0.18877551020408162 16:0.13979591836734695 6:0.03775510204081633 7:0.02959183673469388 5:0.02142857142857143 12:0.017346938775510204 1:0.009183673469387756 15:0.00510204081632653 19:0.00510204081632653 3:0.00510204081632653 10:0.00510204081632653 13:0.0010204081632653062 14:0.0010204081632653062 17:0.0010204081632653062 18:0.0010204081632653062 2:0.0010204081632653062 4:0.0010204081632653062 8:0.0010204081632653062 9:0.0010204081632653062
AP890725-0303 15:0.35894495412844035 5:0.18004587155963303 3:0.17087155963302753 16:0.11123853211009174 13:0.07454128440366972 17:0.033256880733944956 10:0.033256880733944956 18:0.005733944954128441 19:0.005733944954128441 2:0.005733944954128441 4:0.005733944954128441 9:0.005733944954128441 11:0.0011467889908256881 12:0.0011467889908256881 14:0.0011467889908256881 0:0.0011467889908256881 1:0.0011467889908256881 6:0.0011467889908256881 7:0.0011467889908256881 8:0.0011467889908256881
AP890726-0105 11:0.4520997375328084 0:0.2683727034120735 16:0.16338582677165353 6:0.03477690288713911 12:0.024278215223097113 5:0.021653543307086614 13:0.00853018372703412 19:0.005905511811023622 9:0.005905511811023622 17:0.0032808398950131233 2:0.0032808398950131233 4:0.0032808398950131233 14:6.561679790026247E-4 15:6.561679790026247E-4 18:6.561679790026247E-4 1:6.561679790026247E-4 3:6.561679790026247E-4 7:6.561679790026247E-4 8:6.561679790026247E-4 10:6.561679790026247E-4
AP890726-0171 0:0.3876953125 16:0.2861328125 12:0.1298828125 19:0.0712890625 6:0.0361328125 11:0.0205078125 1:0.0205078125 18:0.0166015625 9:0.0166015625 14:0.0048828125 13:9.765625E-4 15:9.765625E-4 17:9.765625E-4 2:9.765625E-4 3:9.765625E-4 4:9.765625E-4 5:9.765625E-4 7:9.765625E-4 8:9.765625E-4 10:9.765625E-4
AP890726-0304 11:0.4479166666666667 0:0.27291666666666664 16:0.13680555555555557 6:0.03958333333333333 12:0.022916666666666665 1:0.022916666666666665 18:0.011805555555555555 8:0.009027777777777777 13:0.00625 19:0.00625 7:0.00625 15:0.003472222222222222 3:0.003472222222222222 9:0.003472222222222222 10:0.003472222222222222 14:6.944444444444445E-4 17:6.944444444444445E-4 2:6.944444444444445E-4 4:6.944444444444445E-4 5:6.944444444444445E-4
AP890727-0038 11:0.36232876712328765 0:0.3458904109589041 16:0.1541095890410959 6:0.030821917808219176 1:0.01986301369863014 19:0.017123287671232876 8:0.017123287671232876 4:0.014383561643835616 12:0.011643835616438357 9:0.008904109589041096 2:0.0061643835616438354 13:0.003424657534246575 10:0.003424657534246575 14:6.849315068493151E-4 15:6.849315068493151E-4 17:6.849315068493151E-4 18:6.849315068493151E-4 3:6.849315068493151E-4 5:6.849315068493151E-4 7:6.849315068493151E-4
AP890727-0090 11:0.2532786885245902 6:0.1942622950819672 0:0.1778688524590164 19:0.11229508196721312 16:0.0860655737704918 10:0.05983606557377049 13:0.05327868852459016 12:0.020491803278688523 1:0.020491803278688523 3:0.007377049180327869 18:0.004098360655737705 9:0.004098360655737705 14:8.19672131147541E-4 15:8.19672131147541E-4 17:8.19672131147541E-4 2:8.19672131147541E-4 4:8.19672131147541E-4 5:8.19672131147541E-4 7:8.19672131147541E-4 8:8.19672131147541E-4
AP890727-0104 0:0.6480263157894737 11:0.12171052631578948 6:0.10855263157894737 16:0.029605263157894735 18:0.01644736842105263 4:0.01644736842105263 5:0.01644736842105263 12:0.003289473684210526 13:0.003289473684210526 14:0.003289473684210526 15:0.003289473684210526 17:0.003289473684210526 19:0.003289473684210526 1:0.003289473684210526 2:0.003289473684210526 3:0.003289473684210526 7:0.003289473684210526 8:0.003289473684210526 9:0.003289473684210526 10:0.003289473684210526
AP890727-0187 2:0.4898255813953488 16:0.15261627906976744 3:0.11773255813953488 19:0.05377906976744186 7:0.036337209302325583 13:0.030523255813953487 6:0.030523255813953487 17:0.0188953488372093 12:0.01308139534883721 14:0.01308139534883721 0:0.01308139534883721 18:0.007267441860465116 9:0.007267441860465116 10:0.007267441860465116 11:0.0014534883720930232 15:0.0014534883720930232 1:0.0014534883720930232 4:0.0014534883720930232 5:0.0014534883720930232 8:0.0014534883720930232
AP890727-0210 5:0.8255102040816327 15:0.05408163265306123 16:0.02142857142857143 0:0.02142857142857143 1:0.017346938775510204 4:0.013265306122448979 12:0.009183673469387756 8:0.009183673469387756 10:0.009183673469387756 17:0.00510204081632653 7:0.00510204081632653 11:0.0010204081632653062 13:0.0010204081632653062 14:0.0010204081632653062 18:0.0010204081632653062 19:0.0010204081632653062 2:0.0010204081632653062 3:0.0010204081632653062 6:0.0010204081632653062 9:0.0010204081632653062
AP890727-0244 0:0.38242574257425743 16:0.23391089108910892 12:0.125 19:0.07054455445544554 6:0.06064356435643564 9:0.050742574257425746 18:0.02599009900990099 13:0.02103960396039604 3:0.006188118811881188 5:0.006188118811881188 7:0.006188118811881188 11:0.0012376237623762376 14:0.0012376237623762376 15:0.0012376237623762376 17:0.0012376237623762376 1:0.0012376237623762376 2:0.0012376237623762376 4:0.0012376237623762376 8:0.0012376237623762376 10:0.0012376237623762376
AP890727-0249 15:0.4861111111111111 3:0.12247474747474747 16:0.11742424242424243 5:0.06691919191919192 9:0.06186868686868687 2:0.05176767676767677 7:0.04671717171717172 13:0.011363636363636364 12:0.006313131313131313 6:0.006313131313131313 8:0.006313131313131313 10:0.006313131313131313 11:0.0012626262626262627 14:0.0012626262626262627 17:0.0012626262626262627 18:0.0012626262626262627 19:0.0012626262626262627 0:0.0012626262626262627 1:0.0012626262626262627 4:0.0012626262626262627
AP890728-0138 8:0.5676229508196722 16:0.19057377049180327 1:0.17418032786885246 13:0.018442622950819672 19:0.010245901639344262 4:0.010245901639344262 11:0.0020491803278688526 12:0.0020491803278688526 14:0.0020491803278688526 15:0.0020491803278688526 17:0.0020491803278688526 18:0.0020491803278688526 0:0.0020491803278688526 2:0.0020491803278688526 3:0.0020491803278688526 5:0.0020491803278688526 6:0.0020491803278688526 7:0.0020491803278688526 9:0.0020491803278688526 10:0.0020491803278688526
AP890728-0145 2:0.3962765957446808 12:0.27925531914893614 3:0.18351063829787234 17:0.034574468085106384 6:0.034574468085106384 13:0.013297872340425532 8:0.013297872340425532 10:0.013297872340425532 11:0.0026595744680851063 14:0.0026595744680851063 15:0.0026595744680851063 16:0.0026595744680851063 18:0.0026595744680851063 19:0.0026595744680851063 0:0.0026595744680851063 1:0.0026595744680851063 4:0.0026595744680851063 5:0.0026595744680851063 7:0.0026595744680851063 9:0.0026595744680851063
AP890728-0229 14:0.4307324840764331 16:0.1695859872611465 12:0.1536624203821656 18:0.0517515923566879 1:0.04856687898089172 17:0.02945859872611465 6:0.02945859872611465 9:0.026273885350318472 19:0.019904458598726114 0:0.019904458598726114 5:0.007165605095541401 13:0.003980891719745223 8:0.003980891719745223 11:7.961783439490446E-4 15:7.961783439490446E-4 2:7.961783439490446E-4 3:7.961783439490446E-4 4:7.961783439490446E-4 7:7.961783439490446E-4 10:7.961783439490446E-4
AP890728-0236 0:0.2807142857142857 11:0.235 16:0.22357142857142856 12:0.10071428571428571 19:0.052142857142857144 6:0.03214285714285714 18:0.02642857142857143 9:0.012142857142857143 3:0.009285714285714286 4:0.009285714285714286 13:0.0064285714285714285 14:0.0035714285714285713 15:0.0035714285714285713 17:7.142857142857143E-4 1:7.142857142857143E-4 2:7.142857142857143E-4 5:7.142857142857143E-4 7:7.142857142857143E-4 8:7.142857142857143E-4 10:7.142857142857143E-4
AP890728-0239 8:0.48278688524590163 1:0.25 16:0.16475409836065574 19:0.05 3:0.010655737704918032 18:0.007377049180327869 0:0.007377049180327869 5:0.007377049180327869 2:0.004098360655737705 4:0.004098360655737705 6:0.004098360655737705 11:8.19672131147541E-4 12:8.19672131147541E-4 13:8.19672131147541E-4 14:8.19672131147541E-4 15:8.19672131147541E-4 17:8.19672131147541E-4 7:8.19672131147541E-4 9:8.19672131147541E-4 10:8.19672131147541E-4
AP890728-0242 5:0.852880658436214 7:0.04218106995884774 16:0.029835390946502057 15:0.021604938271604937 1:0.01748971193415638 11:0.009259259259259259 13:0.0051440329218107 14:0.0051440329218107 8:0.0051440329218107 12:0.00102880658436214 17:0.00102880658436214 18:0.00102880658436214 19:0.00102880658436214 0:0.00102880658436214 2:0.00102880658436214 3:0.00102880658436214 4:0.00102880658436214 6:0.00102880658436214 9:0.00102880658436214 10:0.00102880658436214
AP890729-0025 8:0.19867149758454106 2:0.13345410628019325 12:0.12379227053140096 16:0.11171497584541062 10:0.10205314009661835 13:0.09239130434782608 1:0.06340579710144928 18:0.051328502415458936 3:0.04891304347826087 6:0.0392512077294686 4:0.017512077294685992 11:0.005434782608695652 9:0.005434782608695652 0:0.0030193236714975845 14:6.038647342995169E-4 15:6.038647342995169E-4 17:6.038647342995169E-4 19:6.038647342995169E-4 5:6.038647342995169E-4 7:6.038647342995169E-4
AP890729-0082 3:0.3721590909090909 16:0.2509469696969697 17:0.15246212121212122 5:0.08049242424242424 12:0.04640151515151515 1:0.035037878787878785 10:0.019886363636363636 18:0.008522727272727272 6:0.008522727272727272 9:0.008522727272727272 11:0.004734848484848485 15:0.004734848484848485 13:9.46969696969697E-4 14:9.46969696969697E-4 19:9.46969696969697E-4 0:9.46969696969697E-4 2:9.46969696969697E-4 4:9.46969696969697E-4 7:9.46969696969697E-4 8:9.46969696969697E-4
AP890731-0065 13:0.38945578231292516 16:0.1445578231292517 19:0.09693877551020408 12:0.08333333333333333 11:0.06292517006802721 2:0.04251700680272109 8:0.04251700680272109 1:0.03571428571428571 5:0.02891156462585034 14:0.022108843537414966 3:0.015306122448979591 6:0.015306122448979591 17:0.008503401360544218 15:0.0017006802721088435 18:0.0017006802721088435 0:0.0017006802721088435 4:0.0017006802721088435 7:0.0017006802721088435 9:0.0017006802721088435 10:0.0017006802721088435
AP890731-0144 11:0.2925824175824176 19:0.22664835164835165 12:0.14423076923076922 3:0.10027472527472528 16:0.07280219780219781 0:0.050824175824175824 10:0.050824175824175824 7:0.028846153846153848 18:0.006868131868131868 6:0.006868131868131868 8:0.006868131868131868 13:0.0013736263736263737 14:0.0013736263736263737 15:0.0013736263736263737 17:0.0013736263736263737 1:0.0013736263736263737 2:0.0013736263736263737 4:0.0013736263736263737 5:0.0013736263736263737 9:0.0013736263736263737
AP890731-0210 17:0.6295013850415513 16:0.1945983379501385 2:0.039473684210526314 9:0.03393351800554017 18:0.025623268698060944 19:0.02008310249307479 12:0.014542936288088643 1:0.011772853185595568 14:0.006232686980609419 0:0.006232686980609419 8:0.006232686980609419 4:0.0034626038781163434 6:0.0034626038781163434 11:6.925207756232687E-4 13:6.925207756232687E-4 15:6.925207756232687E-4 3:6.925207756232687E-4 5:6.925207756232687E-4 7:6.925207756232687E-4 10:6.925207756232687E-4
AP890731-0211 17:0.7786458333333334 16:0.1015625 18:0.028645833333333332 1:0.028645833333333332 11:0.018229166666666668 8:0.011284722222222222 13:0.0078125 3:0.0078125 19:0.004340277777777778 10:0.004340277777777778 12:8.680555555555555E-4 14:8.680555555555555E-4 15:8.680555555555555E-4 0:8.680555555555555E-4 2:8.680555555555555E-4 4:8.680555555555555E-4 5:8.680555555555555E-4 6:8.680555555555555E-4 7:8.680555555555555E-4 9:8.680555555555555E-4
